,Order ID,Order Date,Country,City,Branch,Lat,Lng,Customer First Name,Customer Last Name,Email,Phone Number,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Status
6026,6023.0,15/3/2023,United Arab Emirates,Dubai,db02,25.2048,55.2708,Muhamad,Alhasan,muhamad.alhasan@mail.com,Tel: 5641249395,Smartwatch,Apple Watch,Apple Watch Series 7,L865,1.0,399.0,15.96,True
6027,6024.0,15/3/2023,USA,Washington,wh01,38.9072,-77.0369,Ahmad,Alabth,ahmad.alabth@mail.com,Tel: 5834459306,Smartphone,Samsung Galaxy,Galaxy A52,C793,1.0,399.0,15.96,False
6028,6025.0,15/3/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Samir,Husayn,samir.husayn@mail.com,Tel: 5808790388,Smartwatch,Huawei Watch,Huawei Watch Fit 2 Pro,V236,2.0,129.0,2.58,True
6029,6026.0,15/3/2023,USA,New York,ny03,40.7498,-73.9814,Safa,Alhuri,safa.alhuri@mail.com,Tel: 5928249437,Headphones,Sony WH,Sony WH-1000XM4,I729,1.0,349.0,10.47,True
6030,6027.0,15/3/2023,United Arab Emirates,Dubai,db02,25.2048,55.2708,Fadi,Albahra,fadi.albahra@mail.com,Tel: 5916949648,Smart Speaker,Google Nest,Nest Audio,Z826,1.0,99.0,5.94,True
6031,6028.0,15/3/2023,Saudi Arabia,Riyadh,rd02,24.7743,46.7386,Muhamad,Einziin,muhamad.einziin@mail.com,Tel: 5173665405,Fitness Tracker,Garmin Approach,Garmin Approach S62,R361,2.0,499.0,59.88,True
6032,6029.0,15/3/2023,Egypt,Asyut,at01,27.1809,31.1837,Yasmin,Alrrashid,yasmin.alrrashid@mail.com,Tel: 5151699770,Tablet,Amazon Fire HD,Amazon Fire HD 8,B692,3.0,89.0,8.01,True
6033,6030.0,15/3/2023,USA,New York,ny03,40.7498,-73.9814,Akram,Alyusif,akram.alyusif@mail.com,Tel: 5743016317,Fitness Tracker,Huawei Band,Huawei Band 6,Y684,1.0,59.0,1.18,True
6034,6031.0,15/3/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Shadi,Almujahid,shadi.almujahid@mail.com,Tel: 5523296900,Smartwatch,Samsung Galaxy,Galaxy Watch 4,W472,2.0,349.0,69.8,True
6035,6032.0,15/3/2023,United Arab Emirates,Dubai,db02,25.2048,55.2708,Lina,Alziyat,lina.alziyat@mail.com,Tel: 5752873277,Laptop,Dell XPS,XPS 15,V819,1.0,1599.0,111.93,True
6036,6033.0,15/3/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Ahmad,Ahmad,ahmad.ahmad@mail.com,Tel: 5007608670,Smartwatch,Fossil Gen,Fossil Gen 5E,J885,1.0,199.0,19.9,False
6037,6034.0,15/3/2023,USA,New York,ny01,40.7128,-74.006,Samah,Alhusayn,samah.alhusayn@mail.com,Tel: 5839294668,VR Headset,Pimax Vision,Pimax Vision 5K Super,K406,1.0,899.0,53.94,False
6038,6035.0,15/3/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Ahmad,Zazana,ahmad.zazana@mail.com,Tel: 5094882826,Laptop,HP Envy,Envy x360,G451,1.0,899.0,62.93,False
6039,6036.0,15/3/2023,Syria,Damascus,ds02,33.5146,36.3084,Sahar,Zawal,sahar.zawal@mail.com,Tel: 5758042658,Laptop,ASUS ROG,ASUS ROG Flow Z13,L571,1.0,2499.0,174.93,True
6040,6037.0,15/3/2023,USA,New York,ny01,40.7128,-74.006,Eala,Alkhalifa,eala.alkhalifa@mail.com,Tel: 5950234610,VR Headset,HP Reverb,HP Reverb G2,Z074,1.0,599.0,23.96,True
6041,6038.0,15/3/2023,Syria,Aleppo,al01,36.2021,37.1343,Rinah,Eijrush,rinah.eijrush@mail.com,Tel: 5579748091,Laptop,Microsoft Surface,Surface Laptop 4,G229,1.0,1299.0,38.97,True
6042,6039.0,15/3/2023,USA,Washington,wh01,38.9072,-77.0369,Iilyas,Ahmad,iilyas.ahmad@mail.com,Tel: 5316500622,Smartwatch,Samsung Galaxy,Galaxy Watch 4,B938,5.0,349.0,139.6,True
6043,6040.0,15/3/2023,France,Paris,ps01,48.8566,2.3522,Omar,Hububati,omar.hububati@mail.com,Tel: 5389719453,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,D767,6.0,849.0,203.76,True
6044,6041.0,15/3/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Emar,Eali,emar.eali@mail.com,Tel: 5044832573,Headphones,JBL Live,JBL Live 500BT,J841,12.0,99.0,106.92,True
6045,6042.0,15/3/2023,United Arab Emirates,Dubai,db01,25.2048,55.2708,Emar,Husu,emar.husu@mail.com,Tel: 5314806722,Smart Speaker,Google Nest Hub,Google Nest Hub Max,T067,1.0,229.0,9.16,True
6046,6043.0,15/3/2023,Egypt,Asyut,at01,27.1809,31.1837,Muhamad,Saeadat,muhamad.saeadat@mail.com,Tel: 5608064061,Headphones,Sennheiser HD,Sennheiser HD 450BT,F230,1.0,129.0,5.16,True
6047,6044.0,15/3/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Karam,Siedih,karam.siedih@mail.com,Tel: 5648977701,Smart Speaker,Harman Kardon,Harman Kardon Allure,I760,1.0,249.0,9.96,True
6048,6045.0,15/3/2023,Syria,Homs,hs01,34.7326,36.7136,Khalil,Shawqi,khalil.shawqi@mail.com,Tel: 5310999632,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,Y998,1.0,199.0,11.94,False
6049,6046.0,15/3/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Muhamad,Earmush,muhamad.earmush@mail.com,Tel: 5089643184,Headphones,Sennheiser HD,Sennheiser HD 800 S,R294,1.0,1699.0,152.91,False
6050,6047.0,15/3/2023,USA,Washington,wh01,38.9072,-77.0369,Ehab,Tasbihji,ehab.tasbihji@mail.com,Tel: 5869906770,Laptop,ASUS ROG,ASUS ROG Strix G15,E484,1.0,1099.0,109.9,True
6051,6048.0,15/3/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Husayn,Alaqre,husayn.alaqre@mail.com,Tel: 5916717167,Tablet,Lenovo Tab,Lenovo Tab M7,X358,2.0,79.0,6.32,True
6052,6049.0,15/3/2023,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,Iin,Zaytun,iin.zaytun@mail.com,Tel: 5700512310,Headphones,JBL Live,JBL Live 650BTNC,R361,2.0,149.0,5.96,True
6053,6050.0,15/3/2023,Syria,Damascus,ds02,33.5146,36.3084,Salwaa,Zaniqa,salwaa.zaniqa@mail.com,Tel: 5956452565,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,W638,2.0,849.0,67.92,False
6054,6051.0,15/3/2023,Syria,Damascus,ds02,33.5146,36.3084,Muhamad,Ahmid,muhamad.ahmid@mail.com,Tel: 5278560651,Smart Speaker,Google Nest Hub,Google Nest Hub Max,L028,5.0,229.0,22.9,False
6055,6052.0,15/3/2023,Egypt,Cairo,cr02,30.0444,31.2357,Muhamad,Aldiyn,muhamad.aldiyn@mail.com,Tel: 5256568634,Tablet,Lenovo Tab,Lenovo Tab M7,P950,1.0,79.0,3.95,True
6056,6053.0,15/3/2023,France,Paris,ps01,48.8566,2.3522,Salih,Alzaebii,salih.alzaebii@mail.com,Tel: 5113941901,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,T402,1.0,599.0,47.92,True
6057,6054.0,15/3/2023,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,Emar,Abumaeun,emar.abumaeun@mail.com,Tel: 5171346400,Headphones,JBL Live,JBL Live 500BT,J667,1.0,99.0,3.96,True
6058,6055.0,15/3/2023,Saudi Arabia,Riyadh,rd03,24.7743,46.7386,Ali,Maeruf,ali.maeruf@mail.com,Tel: 5019091970,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,Q963,1.0,99.0,0.0,False
6059,6056.0,15/3/2023,United Arab Emirates,Dubai,db02,25.2048,55.2708,Omaimah,Dbs,omaimah.dbs@mail.com,Tel: 5161462906,Headphones,Bose QuietComfort,QC45,W207,1.0,349.0,34.9,False
6060,6057.0,15/3/2023,USA,New York,ny02,40.7312,-73.9998,Madlin,Eabuwd,madlin.eabuwd@mail.com,Tel: 5789986604,Laptop,Dell XPS,XPS 15,Z764,1.0,1599.0,159.9,True
6061,6058.0,15/3/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Abd alwahhab,Iidlibi,abd alwahhab.iidlibi@mail.com,Tel: 5495776993,Smartphone,Apple iPhone,iPhone 12,J345,1.0,899.0,62.93,False
6062,6059.0,15/3/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Ahmad,Salih,ahmad.salih@mail.com,Tel: 5531380903,Gaming Console,Sony PlayStation,PlayStation 3 Slim,V535,1.0,199.0,15.92,False
6063,6060.0,15/3/2023,Syria,Aleppo,al01,36.2021,37.1343,Mazin,Alkhalid,mazin.alkhalid@mail.com,Tel: 5468557695,Digital Camera,Fujifilm X Series,Fujifilm X100V,P255,1.0,1399.0,139.9,True
6064,6061.0,15/3/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Randa,Alhumwi,randa.alhumwi@mail.com,Tel: 5732601778,Digital Camera,Nikon Z Series,Nikon Z7 II,P939,2.0,2299.0,413.82,False
6065,6062.0,15/3/2023,USA,Washington,wh01,38.9072,-77.0369,Antuan,Almisri,antuan.almisri@mail.com,Tel: 5725984738,Smartphone,OnePlus,OnePlus 9 Pro,R021,1.0,899.0,89.9,True
6066,6063.0,15/3/2023,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,Faras,Alghumyan,faras.alghumyan@mail.com,Tel: 5959524606,Smart Speaker,Google Nest Hub,Google Nest Hub Max,P181,1.0,229.0,4.58,True
6067,6064.0,15/3/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Rana,Alhalaliu,rana.alhalaliu@mail.com,Tel: 5377394877,Tablet,Lenovo Tab,Lenovo Tab M7,U244,1.0,79.0,2.37,True
6068,6065.0,15/3/2023,France,Paris,ps02,48.8566,2.3522,Mahir,Hamid,mahir.hamid@mail.com,Tel: 5609869647,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,C780,1.0,299.0,17.94,True
6069,6066.0,15/3/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Ibrahim,Alkhawam,ibrahim.alkhawam@mail.com,Tel: 5705061748,Laptop,Apple MacBook,"MacBook Pro 16""",K044,2.0,2399.0,383.84,True
6070,6067.0,15/3/2023,USA,Washington,wh01,38.9072,-77.0369,Dalia,Almurashihi,dalia.almurashihi@mail.com,Tel: 5922721489,Laptop,HP Envy,Envy 15,J501,1.0,1199.0,71.94,True
6071,6068.0,15/3/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Ayham,Kalthum,ayham.kalthum@mail.com,Tel: 5947512649,Laptop,Dell XPS,XPS 13,X915,1.0,1299.0,129.9,True
6072,6069.0,15/3/2023,USA,Washington,wh01,38.9072,-77.0369,Hikamat,Muayid,hikamat.muayid@mail.com,Tel: 5788701007,Smart Speaker,Harman Kardon,Harman Kardon Citation,S855,1.0,199.0,9.95,True
6073,6070.0,15/3/2023,USA,New York,ny03,40.7498,-73.9814,Dana,Eabd aleal,dana.eabd aleal@mail.com,Tel: 5989203793,Headphones,Sony WH,Sony WH-CH710N,N710,1.0,129.0,7.74,False
6074,6071.0,15/3/2023,Egypt,Cairo,cr01,30.0444,31.2357,Amira,Sharif aldaghly,amira.sharif aldaghly@mail.com,Tel: 5996985773,Smartwatch,Apple Watch,Apple Watch SE,Y796,1.0,279.0,2.79,False
6075,6072.0,15/3/2023,Saudi Arabia,Riyadh,rd02,24.7743,46.7386,Zahir,Altibae,zahir.altibae@mail.com,Tel: 5635468181,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,F655,1.0,299.0,8.97,True
6076,6073.0,15/3/2023,United Arab Emirates,Fujairah,fj01,25.1286,56.3242,Khalid,Mustafaa,khalid.mustafaa@mail.com,Tel: 5871556984,Laptop,Acer Swift,Acer Swift 3,Z764,1.0,699.0,27.96,True
6077,6074.0,15/3/2023,Egypt,Cairo,cr03,30.0444,31.2357,Muhamad,Alaya,muhamad.alaya@mail.com,Tel: 5746195960,Headphones,JBL Live,JBL Live 650BTNC,T567,3.0,149.0,26.82,True
6078,6075.0,15/3/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Sami,Litansdurfr,sami.litansdurfr@mail.com,Tel: 5664168286,Smartphone,Xiaomi Mi,Xiaomi Mi 12,X364,1.0,799.0,79.9,True
6079,6076.0,15/3/2023,Morocco,Casablanca,cs01,33.5731,7.5898,Muhamad,Alghumyan,muhamad.alghumyan@mail.com,Tel: 5612624176,Smartphone,Apple iPhone,iPhone 12,P614,1.0,899.0,8.99,True
6080,6077.0,15/3/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Iad,Turkamani,iad.turkamani@mail.com,Tel: 5192726949,Laptop,ASUS ROG,ASUS ROG Strix G15,E437,1.0,1099.0,76.93,False
6081,6078.0,15/3/2023,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,Basimah,Farahat,basimah.farahat@mail.com,Tel: 5768877154,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,S691,2.0,649.0,103.84,True
6082,6079.0,15/3/2023,United Arab Emirates,Fujairah,fj01,25.1286,56.3242,Rasha,Alrifaei,rasha.alrifaei@mail.com,Tel: 5571702158,Laptop,Apple MacBook,"MacBook Air 13""",Q115,1.0,999.0,89.91,True
6083,6080.0,15/3/2023,USA,New York,ny03,40.7498,-73.9814,Anas,Ashbrh,anas.ashbrh@mail.com,Tel: 5719820257,Headphones,Sennheiser HD,Sennheiser HD 450BT,Z398,1.0,129.0,2.58,False
6084,6081.0,15/3/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Ahmad,Asamh tubae,ahmad.asamh tubae@mail.com,Tel: 5983517102,Fitness Tracker,Withings Move,Withings Move ECG,P255,3.0,129.0,30.96,True
6085,6082.0,15/3/2023,Syria,Damascus,ds01,33.5138,36.2765,Mahir,Alkhatib,mahir.alkhatib@mail.com,Tel: 5828938427,Smart Speaker,Sonos One,Sonos Move,G599,1.0,399.0,0.0,True
6086,6083.0,15/3/2023,USA,Las Vegas,lv02,36.1673,-115.1492,Muhamad,Kiwan,muhamad.kiwan@mail.com,Tel: 5676740401,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,C308,1.0,799.0,15.98,False
6087,6084.0,15/3/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Ayham,Alhasan,ayham.alhasan@mail.com,Tel: 5458254531,Laptop,Apple MacBook,"MacBook Air 13""",G405,3.0,999.0,299.7,False
6088,6085.0,15/3/2023,Egypt,Cairo,cr03,30.0444,31.2357,Majdulin,Alrashid,majdulin.alrashid@mail.com,Tel: 5041613184,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,L043,1.0,1299.0,103.92,True
6089,6086.0,15/3/2023,USA,New York,ny03,40.7498,-73.9814,Daniah,Earabi,daniah.earabi@mail.com,Tel: 5538824420,Fitness Tracker,Garmin Approach,Garmin Approach S12,Y449,3.0,199.0,41.79,True
6090,6087.0,15/3/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Iin,Darkzifli,iin.darkzifli@mail.com,Tel: 5441410148,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,G033,3.0,179.0,10.74,True
6091,6088.0,15/3/2023,Saudi Arabia,Dammam,dm01,26.3927,49.9777,Ayham,Aleisaa,ayham.aleisaa@mail.com,Tel: 5548894120,Laptop,Lenovo Legion,Lenovo Legion 7i,Z409,1.0,1499.0,44.97,True
6092,6089.0,15/3/2023,USA,New York,ny03,40.7498,-73.9814,Mazin,Laylanaan,mazin.laylanaan@mail.com,Tel: 5252036664,Digital Camera,Panasonic Lumix,Panasonic Lumix GH5,J501,4.0,1299.0,0.0,False
6093,6090.0,15/3/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Saed,Muhamad,saed.muhamad@mail.com,Tel: 5898830912,Digital Camera,Canon EOS R Series,Canon EOS R5,Z635,10.0,3999.0,3999.0,True
6094,6091.0,15/3/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Khalid,Aghasi,khalid.aghasi@mail.com,Tel: 5479957577,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,F070,1.0,199.0,3.98,True
6095,6092.0,15/3/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Mahir,Kawaara,mahir.kawaara@mail.com,Tel: 5236375786,Gaming Console,Microsoft Xbox,Xbox Original,S783,1.0,69.0,4.14,False
6096,6093.0,15/3/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Sandurana,Jumea,sandurana.jumea@mail.com,Tel: 5165731150,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,H520,2.0,99.0,11.88,False
6097,6094.0,16/3/2023,Syria,Aleppo,al01,36.2021,37.1343,Duhana,Jaridiun,duhana.jaridiun@mail.com,Tel: 5015341948,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,M137,1.0,179.0,7.16,False
6098,6095.0,16/3/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Madlin,Mulaliyun,madlin.mulaliyun@mail.com,Tel: 5162839454,Headphones,Bose SoundSport,Bose SoundSport Free,R621,2.0,179.0,14.32,True
6099,6096.0,16/3/2023,Egypt,Asyut,at01,27.1809,31.1837,Salim,Zaqzuq,salim.zaqzuq@mail.com,Tel: 5403764912,Smartwatch,Garmin Fenix,Garmin Fenix 6S,O111,1.0,499.0,4.99,True
6100,6097.0,16/3/2023,USA,New York,ny02,40.7312,-73.9998,Alia,Alkmshh,alia.alkmshh@mail.com,Tel: 5411569105,Tablet,Apple iPad,iPad Air,S395,1.0,649.0,0.0,True
6101,6098.0,16/3/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Muhamad,Shbyb,muhamad.shbyb@mail.com,Tel: 5536975204,Smart Speaker,Amazon Echo Show,Amazon Echo Show 8 (2nd Gen),W669,1.0,129.0,9.03,True
6102,6099.0,16/3/2023,United Arab Emirates,Abu Dhabi,ad03,24.4539,54.3773,Eamra,Akrym,eamra.akrym@mail.com,Tel: 5594407887,Tablet,Microsoft Surface,Surface Pro 7,M320,1.0,799.0,47.94,True
6103,6100.0,16/3/2023,Egypt,Asyut,at01,27.1809,31.1837,Lilas,Byd,lilas.byd@mail.com,Tel: 5973643255,Smart Speaker,Amazon Echo,Echo Show 8,U290,1.0,129.0,3.87,True
6104,6101.0,16/3/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Lama,Eimaruh,lama.eimaruh@mail.com,Tel: 5558303669,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,E229,1.0,99.0,7.92,True
6105,6102.0,16/3/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Alaa,Abu adhan,alaa.abu adhan@mail.com,Tel: 5821447652,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,E274,1.0,249.0,17.43,True
6106,6103.0,16/3/2023,France,Paris,ps01,48.8566,2.3522,Ahmad,Quidr,ahmad.quidr@mail.com,Tel: 5096461235,Fitness Tracker,Garmin Approach,Garmin Approach S62,H046,1.0,499.0,19.96,False
6107,6104.0,16/3/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Muhamad,Ewad,muhamad.ewad@mail.com,Tel: 5594969069,Gaming Console,Microsoft Xbox,Xbox Series X,K012,1.0,499.0,9.98,True
6108,6105.0,16/3/2023,USA,New York,ny01,40.7128,-74.006,Rwbyna,Zyny,rwbyna.zyny@mail.com,Tel: 5599631747,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,C780,1.0,449.0,31.43,True
6109,6106.0,16/3/2023,United Arab Emirates,Dubai,db01,25.2048,55.2708,Tahani,Muhamad,tahani.muhamad@mail.com,Tel: 5881897896,Gaming Console,Nintendo Switch,Nintendo Switch Pro,X209,1.0,399.0,39.9,False
6110,6107.0,16/3/2023,Syria,Homs,hs01,34.7326,36.7136,Ahmad,Malik,ahmad.malik@mail.com,Tel: 5537926732,Digital Camera,Fujifilm X Series,Fujifilm X-T4,F693,3.0,1699.0,50.97,True
6111,6108.0,16/3/2023,Saudi Arabia,Dammam,dm01,26.3927,49.9777,Eubay,Qadimati,eubay.qadimati@mail.com,Tel: 5704679882,Smartphone,Xiaomi Mi,Xiaomi Mi 11 Lite,J885,3.0,249.0,14.94,True
6112,6109.0,16/3/2023,USA,Washington,wh01,38.9072,-77.0369,Ahmad,Qaziyha,ahmad.qaziyha@mail.com,Tel: 5907565229,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,W206,4.0,1999.0,79.96,True
6113,6110.0,16/3/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Mazin,Alssati,mazin.alssati@mail.com,Tel: 5371919725,Smart Speaker,JBL Link,JBL Link 20,Z674,4.0,99.0,11.88,True
6114,6111.0,16/3/2023,Egypt,Asyut,at01,27.1809,31.1837,Rami,Eijrush,rami.eijrush@mail.com,Tel: 5391361547,Headphones,Jabra Elite,Jabra Elite 85t,L865,1.0,229.0,6.87,True
6115,6112.0,16/3/2023,France,Paris,ps01,48.8566,2.3522,Ahmad,Sybea,ahmad.sybea@mail.com,Tel: 5725011730,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,Z948,1.0,199.0,7.96,False
6116,6113.0,16/3/2023,USA,New York,ny03,40.7498,-73.9814,Batual,Rinkusi,batual.rinkusi@mail.com,Tel: 5742252299,Smartwatch,Garmin Venu,Garmin Venu 2S,W336,2.0,349.0,20.94,True
6117,6114.0,16/3/2023,Syria,Damascus,ds02,33.5146,36.3084,Ayman,Nazal,ayman.nazal@mail.com,Tel: 5229239916,Gaming Console,Sony PlayStation,PlayStation 4 Slim,Z398,1.0,299.0,8.97,True
6118,6115.0,16/3/2023,USA,Washington,wh01,38.9072,-77.0369,Alaa,Aldwltali,alaa.aldwltali@mail.com,Tel: 5590762489,Smartwatch,Samsung Galaxy,Galaxy Watch 4,Q149,1.0,349.0,34.9,False
6119,6116.0,16/3/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Muhamad,Alqadi,muhamad.alqadi@mail.com,Tel: 5348425644,Digital Camera,Fujifilm X Series,Fujifilm X-T4,H087,4.0,1699.0,679.6,False
6120,6117.0,16/3/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Ghyath,Alhariri,ghyath.alhariri@mail.com,Tel: 5259382425,VR Headset,Oculus Quest,Oculus Quest 2 (64GB),K492,1.0,299.0,23.92,True
6121,6118.0,16/3/2023,United Arab Emirates,Abu Dhabi,ad03,24.4539,54.3773,Kamal,Bradiei,kamal.bradiei@mail.com,Tel: 5414971550,Tablet,Apple iPad,"iPad Pro 12.9""",I917,4.0,999.0,39.96,True
6122,6119.0,16/3/2023,USA,New York,ny01,40.7128,-74.006,Muhamad,Alttahir,muhamad.alttahir@mail.com,Tel: 5686493600,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),J073,1.0,399.0,0.0,False
6123,6120.0,16/3/2023,Syria,Damascus,ds02,33.5146,36.3084,Aysar,Almawsiliu,aysar.almawsiliu@mail.com,Tel: 5668405921,Smartphone,OnePlus,OnePlus 10 Pro,R660,2.0,999.0,139.86,True
6124,6121.0,16/3/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Adnan,Alhumwi,adnan.alhumwi@mail.com,Tel: 5131180610,Tablet,Apple iPad,"iPad Pro 12.9""",R236,1.0,999.0,39.96,True
6125,6122.0,16/3/2023,United Arab Emirates,Dubai,db01,25.2048,55.2708,Aylyn,Alaleppoy,aylyn.alaleppoy@mail.com,Tel: 5183645417,Smartphone,Apple iPhone,iPhone 13 Pro Max,K081,1.0,1299.0,129.9,False
6126,6123.0,16/3/2023,Egypt,Cairo,cr02,30.0444,31.2357,Mazin,Tabanaj,mazin.tabanaj@mail.com,Tel: 5006372182,Gaming Console,Retro Console,Sega Genesis Mini,J841,1.0,79.0,5.53,True
6127,6124.0,16/3/2023,Egypt,Cairo,cr02,30.0444,31.2357,Safa,Eyd bndqjy,safa.eyd bndqjy@mail.com,Tel: 5313238923,Smart Speaker,Google Nest,Nest Audio,U470,1.0,99.0,2.97,True
6128,6125.0,16/3/2023,USA,New York,ny02,40.7312,-73.9998,Muhamad,Alhiwat,muhamad.alhiwat@mail.com,Tel: 5098508666,Tablet,Microsoft Surface,Surface Go 2,Y720,1.0,399.0,7.98,False
6129,6126.0,16/3/2023,Egypt,Asyut,at01,27.1809,31.1837,Abd alhadi,Alsabagh,abd alhadi.alsabagh@mail.com,Tel: 5504838577,Smartphone,Google Pixel,Google Pixel 5a,L085,1.0,499.0,0.0,True
6130,6127.0,16/3/2023,Saudi Arabia,Dammam,dm01,26.3927,49.9777,Basil,Damrani,basil.damrani@mail.com,Tel: 5305758530,Laptop,ASUS ROG,ASUS ROG Flow Z13,F400,1.0,2499.0,174.93,True
6131,6128.0,16/3/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Rannym,Alqasir,rannym.alqasir@mail.com,Tel: 5217128233,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,N742,1.0,349.0,34.9,False
6132,6129.0,16/3/2023,USA,Washington,wh01,38.9072,-77.0369,Muhamad,Kalthum,muhamad.kalthum@mail.com,Tel: 5644781160,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,B938,2.0,799.0,47.94,True
6133,6130.0,16/3/2023,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,Rama,Aljabaei,rama.aljabaei@mail.com,Tel: 5100064487,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,X915,1.0,849.0,16.98,False
6134,6131.0,16/3/2023,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,Lwy,Aldubbas,lwy.aldubbas@mail.com,Tel: 5691436942,Smart Speaker,Sonos One,Sonos One SL,H046,1.0,179.0,12.53,True
6135,6132.0,16/3/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Ahmad,Asamh tubae,ahmad.asamh tubae@mail.com,Tel: 5957664419,Digital Camera,Panasonic Lumix,Panasonic Lumix ZS200,F510,1.0,799.0,31.96,True
6136,6133.0,16/3/2023,Egypt,Asyut,at01,27.1809,31.1837,Husam,Zaerur,husam.zaerur@mail.com,Tel: 5003458783,Fitness Tracker,Withings Move,Withings Move ECG,R820,1.0,129.0,9.03,True
6137,6134.0,16/3/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Muhamad,Alhusayn,muhamad.alhusayn@mail.com,Tel: 5456015544,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,A408,3.0,99.0,2.97,True
6138,6135.0,16/3/2023,Egypt,Cairo,cr01,30.0444,31.2357,Emar,Karim,emar.karim@mail.com,Tel: 5628131271,Laptop,ASUS ROG,ASUS ROG Flow Z13,Z817,1.0,2499.0,74.97,False
6139,6136.0,16/3/2023,Egypt,Asyut,at01,27.1809,31.1837,Habib,Aldamshqi,habib.aldamshqi@mail.com,Tel: 5897269128,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,F054,1.0,349.0,6.98,True
6140,6137.0,16/3/2023,Saudi Arabia,Riyadh,rd02,24.7743,46.7386,Tariq,Sabih,tariq.sabih@mail.com,Tel: 5367673570,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,P826,1.0,99.0,2.97,True
